pl_name,Star's name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orb_period(in days),pl_orb_period(in E.years),pl_orb_semi_maj_axis(in AU),pl_orb_eccent,pl_rad(in Earth Radius),pl_bmass(in Earth Mass),pl_dens(in (Earth mass/Earth radius)),st_teff(in kelvin),st_rad(in solar radius),st_mass(in solar mass),sy_dist(in Parsec),pl_teff(in kelvin),st_lum(in Solar luminosity),pl_recei_flux(in Earth's received flux)
Kepler-1731 b,Kepler-1731,1,1,Transit,2021.0,21.76129913,0.0,,,2.93295657,,0.0,4859.0,0.72,0.781,169.948,,0.259264132,
Kepler-1732 b,Kepler-1732,1,1,Transit,2021.0,32.31240082,0.0,,,4.09903273,,0.0,5821.0,1.494,1.043,1289.41,,2.299224836,
Kepler-1733 b,Kepler-1733,1,1,Transit,2021.0,9.229579926,0.0,,,3.63582354,,0.0,6320.0,1.252,1.273,2080.51,,2.243710503,
Kepler-1734 b,Kepler-1734,1,1,Transit,2021.0,6.796850204,0.0,,,3.08851092,,0.0,6061.0,0.97,1.05,1482.83,,1.139227486,
Kepler-1735 b,Kepler-1735,1,1,Transit,2021.0,7.71792984,0.0,,,1.19429134,,0.0,3975.0,0.509,0.535,245.303,,0.058032856,
Kepler-1736 b,Kepler-1736,1,1,Transit,2021.0,37.81029892,0.0,,,3.8765856,,0.0,6085.0,0.973,0.976,1430.0,,1.164549252,
Kepler-1737 b,Kepler-1737,1,1,Transit,2021.0,64.61750031,0.0,,,5.395,,0.0,5043.0,0.881,0.834,,,0.450399126,
Kepler-1738 b,Kepler-1738,1,1,Transit,2021.0,7.674630165,0.0,,,2.82472883,,0.0,6063.0,1.001,1.079,1302.87,,1.214809775,
Kepler-1739 b,Kepler-1739,1,1,Transit,2021.0,7.343709946,0.0,,,2.43056832,,0.0,5757.0,0.762,0.865,783.666,,0.572248563,
Kepler-174 b,Kepler-174,1,3,Transit,2014.0,13.98179,0.038280055,0.1,,1.96,,0.0,4880.0,0.622,,384.757,586.8491677,0.196856567,19.68565671
Kepler-174 c,Kepler-174,1,3,Transit,2014.0,44.000529,0.120466883,0.214,,1.49,,0.0,4880.0,0.622,,384.757,401.1618323,0.196856567,4.298553741
Kepler-174 d,Kepler-174,1,3,Transit,2014.0,247.35373,0.677217604,0.677,,2.19,,0.0,4880.0,0.622,,384.757,225.5444572,0.196856567,0.429509298
Kepler-1740 b,Kepler-1740,1,1,Transit,2021.0,8.172400475,0.0,,,3.32321414,,0.0,5705.0,0.905,0.943,1061.77,,0.778412145,
Kepler-1741 b,Kepler-1741,1,1,Transit,2021.0,2.757590055,0.0,,,1.273,,0.0,3683.0,0.424,0.454,270.739,,0.029677577,
Kepler-1742 b,Kepler-1742,1,1,Transit,2021.0,49.47819901,0.0,,,2.1782413,,0.0,5776.0,0.849,0.939,669.573,,0.719803524,
Kepler-1743 b,Kepler-1743,1,1,Transit,2021.0,7.649710178,0.0,,,1.59887007,,0.0,5855.0,1.613,1.266,538.807,,2.743255019,
Kepler-1744 b,Kepler-1744,1,1,Transit,2021.0,37.10110092,0.0,,,3.76754004,,0.0,5986.0,0.85,0.886,1091.63,,0.83228976,
Kepler-1745 b,Kepler-1745,1,1,Transit,2021.0,3.016190052,0.0,,,1.92872921,,0.0,5611.0,1.4,0.995,996.105,,1.743038565,
Kepler-1746 b,Kepler-1746,1,1,Transit,2021.0,321.2120056,0.0,,,8.93504475,,0.0,6018.0,1.286,1.09,979.541,,1.946168867,
Kepler-1747 b,Kepler-1747,1,1,Transit,2021.0,6.230319977,0.0,,,4.26508,,0.0,5477.0,0.865,0.983,1321.38,,0.604078013,
Kepler-1748 b,Kepler-1748,1,1,Transit,2021.0,5.823520184,0.0,,,2.71275017,,0.0,5774.0,0.864,0.916,1083.28,,0.744431005,
Kepler-1749 b,Kepler-1749,1,1,Transit,2021.0,14.53409958,0.0,,,1.61301783,,0.0,3957.0,0.553,0.551,268.2,,0.067267349,
Kepler-175 b,Kepler-175,1,2,Transit,2014.0,11.903515,0.032590048,0.105,,2.56,,0.0,6064.0,1.01,,1312.34,906.8526128,1.237568846,112.2511425
Kepler-175 c,Kepler-175,1,2,Transit,2014.0,34.035257,0.093183455,0.213,,3.1,,0.0,6064.0,1.01,,1312.34,636.7098322,1.237568846,27.27785152
Kepler-1750 b,Kepler-1750,1,1,Transit,2021.0,205.9120026,0.0,,,6.00434637,,0.0,5644.0,0.969,0.981,1497.33,,0.854841159,
Kepler-1751 b,Kepler-1751,1,1,Transit,2021.0,7.017310143,0.0,,,1.82417378,,0.0,6052.0,0.967,0.974,1291.47,,1.125481798,
Kepler-1752 b,Kepler-1752,1,1,Transit,2021.0,56.35850143,0.0,,,4.54060463,,0.0,5446.0,0.821,0.824,962.888,,0.531969474,
Kepler-1753 b,Kepler-1753,1,1,Transit,2021.0,16.00460052,0.0,,,2.22678077,,0.0,5180.0,0.769,0.86,707.688,,0.381998422,
Kepler-1754 b,Kepler-1754,1,1,Transit,2021.0,8.195949554,0.0,,,2.43996509,,0.0,4723.0,0.747,0.734,718.945,,0.249116696,
Kepler-1755 b,Kepler-1755,1,1,Transit,2021.0,24.81209946,0.0,,,5.91688317,,0.0,6086.0,0.921,1.003,982.383,,1.044087515,
Kepler-1756 b,Kepler-1756,1,1,Transit,2021.0,2.355750084,0.0,,,1.47199944,,0.0,4915.0,0.812,0.781,,,0.345220039,
Kepler-1757 b,Kepler-1757,1,1,Transit,2021.0,19.65640068,0.0,,,2.94660251,,0.0,5288.0,0.74,0.828,807.308,,0.384166132,
Kepler-1758 b,Kepler-1758,1,1,Transit,2021.0,9.977210045,0.0,,,2.57059831,,0.0,5557.0,1.616,1.035,1588.41,,2.234262261,
Kepler-1759 b,Kepler-1759,1,1,Transit,2021.0,3.720230103,0.0,,,0.9037791,,0.0,5017.0,0.797,0.76,385.348,,0.361062926,
Kepler-176 b,Kepler-176,1,4,Transit,2014.0,5.433074,0.014874946,0.058,,1.43,,0.0,5232.0,0.891,,527.321,988.7900082,0.533723345,158.6573559
Kepler-176 c,Kepler-176,1,4,Transit,2014.0,12.759712,0.034934188,0.102,,2.6,,0.0,5232.0,0.891,,527.321,745.6207406,0.533723345,51.29982171
Kepler-176 d,Kepler-176,1,4,Transit,2014.0,25.751974,0.070505062,0.163,,2.51,,0.0,5232.0,0.891,,527.321,589.8264768,0.533723345,20.08819847
Kepler-176 e,Kepler-176,1,4,Transit,2016.0,51.16579,0.0,,,1.45,,0.0,5295.0,0.83,0.87,527.321,,0.485858598,
Kepler-1760 b,Kepler-1760,1,1,Transit,2021.0,38.3260994,0.0,,,2.28995546,,0.0,5229.0,0.903,0.821,,,0.546940292,
Kepler-1761 b,Kepler-1761,1,1,Transit,2021.0,4.043540001,0.0,,,1.39109603,,0.0,3871.0,0.532,0.573,221.186,,0.057017189,
Kepler-1762 b,Kepler-1762,1,1,Transit,2021.0,29.53910065,0.0,,,2.76022913,,0.0,6572.0,1.238,1.298,1663.74,,2.565200751,
Kepler-1763 b,Kepler-1763,1,1,Transit,2021.0,1.480280042,0.0,,,1.14651332,,0.0,5897.0,1.259,1.026,756.486,,1.719751992,
Kepler-1764 b,Kepler-1764,1,1,Transit,2021.0,70.46829987,0.0,,,4.55527871,,0.0,6461.0,1.131,1.162,1542.48,,1.999926449,
Kepler-1765 b,Kepler-1765,1,1,Transit,2021.0,10.41889954,0.0,,,2.49508857,,0.0,5692.0,1.064,0.946,764.456,,1.066185254,
Kepler-1766 b,Kepler-1766,1,1,Transit,2021.0,105.0149994,0.0,,,2.27904508,,0.0,5868.0,1.042,0.915,501.229,,1.155009905,
Kepler-1767 b,Kepler-1767,1,1,Transit,2021.0,59.65829849,0.0,,,3.01299077,,0.0,5243.0,0.831,0.887,820.506,,0.468178352,
Kepler-1768 b,Kepler-1768,1,1,Transit,2021.0,15.13589954,0.0,,,2.23346338,,0.0,6050.0,1.572,1.24,632.766,,2.97041023,
Kepler-1769 b,Kepler-1769,1,1,Transit,2021.0,89.1934967,0.0,,,4.465,,0.0,6071.0,1.295,1.061,438.412,,2.043950238,
Kepler-177 b,Kepler-177,1,2,Transit,2013.0,36.8601,0.0,,0.0,3.5,5.84,0.750516618,5732.0,1.324,0.921,1435.44,,1.697815707,
Kepler-177 c,Kepler-177,1,2,Transit,2013.0,49.40926,0.0,,0.0,8.73,14.7,0.121738011,5732.0,1.324,0.921,1435.44,,1.697815707,
Kepler-1770 b,Kepler-1770,1,1,Transit,2021.0,16.84189987,0.0,,,2.84141754,,0.0,5602.0,1.009,0.941,582.942,,0.899589961,
Kepler-1771 b,Kepler-1771,1,1,Transit,2021.0,88.64399719,0.0,,,4.05537256,,0.0,5661.0,0.934,0.941,565.752,,0.803815214,
Kepler-1772 b,Kepler-1772,1,1,Transit,2021.0,3.215090036,0.0,,,2.68609988,,0.0,5541.0,0.934,0.942,871.564,,0.737795842,
Kepler-1773 b,Kepler-1773,1,1,Transit,2021.0,40.80970001,0.0,,,3.50469499,,0.0,6183.0,1.3,1.241,681.255,,2.216019311,
Kepler-1774 b,Kepler-1774,1,1,Transit,2021.0,59.77080154,0.0,,,3.18179549,,0.0,6214.0,1.122,1.101,816.592,,1.684071629,
Kepler-1775 b,Kepler-1775,1,1,Transit,2021.0,85.65399933,0.0,,,3.64762153,,0.0,5818.0,1.647,1.149,657.023,,2.788508136,
Kepler-1776 b,Kepler-1776,1,1,Transit,2021.0,35.01190186,0.0,,,2.61157023,,0.0,5872.0,1.153,1.041,690.336,,1.418053618,
Kepler-1777 b,Kepler-1777,1,1,Transit,2021.0,12.18420029,0.0,,,2.13189678,,0.0,5771.0,1.068,0.984,619.146,,1.13510661,
Kepler-1778 b,Kepler-1778,1,1,Transit,2021.0,10.08740044,0.0,,,3.01665969,,0.0,6310.0,1.095,1.143,1276.29,,1.705436389,
Kepler-1779 b,Kepler-1779,1,1,Transit,2021.0,16.34359932,0.0,,,3.03295685,,0.0,5730.0,1.056,1.008,908.501,,1.078539796,
Kepler-178 b,Kepler-178,1,3,Transit,2014.0,9.576694,0.026219559,0.085,,2.9,,0.0,5676.0,1.066,,716.025,969.2214229,1.05821474,146.4657079
Kepler-178 c,Kepler-178,1,3,Transit,2014.0,20.552802,0.056270505,0.142,,2.88,,0.0,5676.0,1.066,,716.025,749.8739996,1.05821474,52.48039773
Kepler-178 d,Kepler-178,1,3,Transit,2014.0,96.678988,0.264692643,0.397,,3.95,,0.0,5676.0,1.066,,716.025,448.4739424,1.05821474,6.714177108
Kepler-1780 b,Kepler-1780,1,1,Transit,2021.0,109.4449997,0.0,,,3.60600667,,0.0,5403.0,0.868,0.868,790.516,,0.576061924,
Kepler-1781 b,Kepler-1781,1,1,Transit,2021.0,4.88752985,0.0,,,2.38091029,,0.0,5568.0,0.957,1.053,962.63,,0.789788184,
Kepler-1782 b,Kepler-1782,1,1,Transit,2021.0,5.756229877,0.0,,,2.22927435,,0.0,4931.0,0.734,0.794,305.792,,0.285773517,
Kepler-1783 b,Kepler-1783,1,1,Transit,2021.0,8.277440071,0.0,,,1.31946731,,0.0,5129.0,1.781,0.887,264.078,,1.969465988,
Kepler-1784 b,Kepler-1784,1,1,Transit,2021.0,13.59049988,0.0,,,2.79936489,,0.0,5442.0,0.974,0.887,883.045,,0.746520801,
Kepler-1785 b,Kepler-1785,1,1,Transit,2021.0,19.58550072,0.0,,,2.70422447,,0.0,5618.0,0.996,0.911,745.74,,0.8866158,
Kepler-1786 b,Kepler-1786,1,1,Transit,2021.0,78.5460968,0.0,,,3.16305828,,0.0,5808.0,1.397,1.058,863.909,,1.992457622,
Kepler-1787 b,Kepler-1787,1,1,Transit,2021.0,39.31370163,0.0,,,2.31898181,,0.0,6060.0,0.925,1.008,778.602,,1.035294274,
Kepler-1788 b,Kepler-1788,1,1,Transit,2021.0,2.800120115,0.0,,,2.37850461,,0.0,4786.0,0.704,0.686,560.445,,0.23330602,
Kepler-1789 b,Kepler-1789,1,1,Transit,2021.0,80.23190308,0.0,,,2.83137505,,0.0,5436.0,0.888,0.92,611.461,,0.617779615,
Kepler-179 b,Kepler-179,1,2,Transit,2014.0,2.735926,0.007490557,0.036,,1.64,,0.0,5302.0,0.759,,605.68,1173.872259,0.408443788,315.1572439
Kepler-179 c,Kepler-179,1,2,Transit,2014.0,6.40013,0.017522601,0.064,,2.0,,0.0,5302.0,0.759,,605.68,880.4041944,0.408443788,99.71772169
Kepler-1790 b,Kepler-1790,1,1,Transit,2021.0,31.58889961,0.0,,,3.1446145,,0.0,5866.0,1.367,1.02,1070.17,,1.985158162,
Kepler-1791 b,Kepler-1791,1,1,Transit,2021.0,7.720860004,0.0,,,3.12103321,,0.0,5887.0,1.177,0.985,602.218,,1.492859441,
Kepler-1792 b,Kepler-1792,1,1,Transit,2021.0,4.1957798,0.0,,,2.51990972,,0.0,5229.0,1.005,0.878,601.029,,0.677480097,
Kepler-1793 b,Kepler-1793,1,1,Transit,2021.0,8.779999733,0.0,,,3.79037518,,0.0,5191.0,0.764,0.85,1189.88,,0.380260034,
Kepler-1794 b,Kepler-1794,1,1,Transit,2021.0,9.762980461,0.0,,,1.79426276,,0.0,5052.0,0.816,0.773,561.229,,0.389155825,
Kepler-1795 b,Kepler-1795,1,1,Transit,2021.0,13.36019993,0.0,,,1.66301611,,0.0,4500.0,0.688,0.768,,,0.174147314,
Kepler-1796 b,Kepler-1796,1,1,Transit,2021.0,29.4557991,0.0,,,2.75047868,,0.0,6036.0,0.949,1.018,825.883,,1.07255408,
Kepler-1797 b,Kepler-1797,1,1,Transit,2021.0,23.3593998,0.0,,,3.05774442,,0.0,6244.0,1.009,1.069,1338.49,,1.388429268,
Kepler-1798 b,Kepler-1798,1,1,Transit,2021.0,16.85589981,0.0,,,2.30911251,,0.0,3967.0,0.587,0.593,395.196,,0.076562279,
Kepler-1799 b,Kepler-1799,1,1,Transit,2021.0,11.9296999,0.0,,,4.12801189,,0.0,5831.0,0.921,1.016,2254.69,,0.879794568,
Kepler-18 b,Kepler-18,1,3,Transit,2011.0,3.504725,0.009585795,0.0447,0.0,2.0,6.9,4.752375,5345.0,1.108,0.972,433.047,1283.143732,0.899001071,449.9302187
Kepler-18 c,Kepler-18,1,3,Transit,2011.0,7.64159,0.020916722,0.0752,0.0,5.49,17.3,0.576077176,5345.0,1.108,0.972,433.047,989.2820932,0.899001071,158.9734238
Kepler-18 d,Kepler-18,1,3,Transit,2011.0,14.85888,0.040696615,0.1172,0.0,6.98,16.4,0.26572302,5345.0,1.108,0.972,433.047,792.437944,0.899001071,65.44929692
Kepler-180 b,Kepler-180,1,2,Transit,2014.0,13.817124,0.037829224,0.109,,1.5,,0.0,5731.0,1.063,,695.65,862.9691496,1.093649133,92.05025946
Kepler-180 c,Kepler-180,1,2,Transit,2014.0,41.885775,0.114677002,0.229,,3.01,,0.0,5731.0,1.063,,695.65,595.3752518,1.093649133,20.85484893
Kepler-1800 b,Kepler-1800,1,1,Transit,2021.0,4.562029839,0.0,,,0.99679734,,0.0,5343.0,2.506,1.33,350.455,,4.591902732,
Kepler-1801 b,Kepler-1801,1,2,Transit,2021.0,10.44089985,0.0,,,2.70926154,,0.0,5738.0,0.981,0.936,839.332,,0.935987482,
Kepler-1801 c,Kepler-1801,1,2,Transit,2023.0,116.583183,0.319537187,0.4572,0.0,2.91,,0.0,5738.0,0.981,0.936,839.332,405.2783603,0.935987482,4.477726847
Kepler-1802 b,Kepler-1802,1,2,Transit,2021.0,15.45020008,0.0,,,1.671,,0.0,4245.0,0.637,0.649,636.694,,0.11821688,
Kepler-1802 c,Kepler-1802,1,2,Transit,2021.0,33.13610077,0.0,,,2.322,,0.0,4245.0,0.637,0.649,636.694,,0.11821688,
Kepler-1804 b,Kepler-1804,1,1,Transit,2021.0,12.28849983,0.0,,,1.59615726,,0.0,5109.0,1.671,0.929,434.456,,1.706814645,
Kepler-1805 b,Kepler-1805,1,1,Transit,2021.0,8.847940445,0.0,,,1.54502915,,0.0,3867.0,0.552,0.581,221.639,,0.06113145,
Kepler-1806 b,Kepler-1806,1,1,Transit,2021.0,9.033320427,0.0,,,2.35560189,,0.0,5311.0,0.788,0.884,978.066,,0.443248721,
Kepler-1807 b,Kepler-1807,1,1,Transit,2021.0,10.86060047,0.0,,,2.70393215,,0.0,6455.0,1.496,1.087,1299.32,,3.486085412,
Kepler-1808 b,Kepler-1808,1,1,Transit,2021.0,23.3404007,0.0,,,3.02511302,,0.0,5530.0,0.892,0.773,1022.01,,0.667605774,
Kepler-1809 b,Kepler-1809,1,1,Transit,2021.0,3.7572999,0.0,,,1.513,,0.0,4901.0,0.716,0.807,409.602,,0.26537176,
Kepler-181 b,Kepler-181,1,2,Transit,2014.0,3.137873,0.008591028,0.04,,1.27,,0.0,5333.0,0.749,,609.283,1112.740706,0.407136295,254.4601843
Kepler-181 c,Kepler-181,1,2,Transit,2014.0,4.302149,0.011778642,0.049,,1.99,,0.0,5333.0,0.749,,609.283,1005.370022,0.407136295,169.5694689
Kepler-1810 b,Kepler-1810,1,1,Transit,2021.0,101.1330032,0.0,,,3.91815325,,0.0,5492.0,1.016,0.921,1009.87,,0.842557173,
Kepler-1811 b,Kepler-1811,1,1,Transit,2021.0,76.42230225,0.0,,,3.84829873,,0.0,5561.0,1.19,0.946,1390.56,,1.215053367,
Kepler-1812 b,Kepler-1812,1,1,Transit,2021.0,7.165219784,0.0,,,2.3249424,,0.0,6174.0,1.103,1.162,1409.19,,1.58601531,
Kepler-1813 b,Kepler-1813,1,1,Transit,2021.0,2.818160057,0.0,,,1.413,,0.0,5167.0,0.787,0.812,,,0.396089346,
Kepler-1814 b,Kepler-1814,1,2,Transit,2021.0,2.935359955,0.0,,,2.36961357,,0.0,4922.0,0.823,0.79,726.346,,0.356661275,
Kepler-1814 c,Kepler-1814,1,2,Transit,2023.0,0.626281766,0.001725695,0.0133,0.0,1.76,,0.0,4922.0,0.823,0.79,726.346,1866.926349,0.356661275,2016.288513
Kepler-1815 b,Kepler-1815,1,1,Transit,2021.0,12.19139957,0.0,,,2.7489262,,0.0,5516.0,0.967,0.856,1006.63,,0.776675898,
Kepler-1816 b,Kepler-1816,1,1,Transit,2021.0,91.50099945,0.0,,,1.9679397,,0.0,5051.0,0.706,0.786,437.823,,0.29107756,
Kepler-1817 b,Kepler-1817,1,1,Transit,2021.0,44.29919815,0.0,,,2.27349126,,0.0,5316.0,0.915,0.878,748.569,,0.599890421,
Kepler-1818 b,Kepler-1818,1,1,Transit,2021.0,4.644909859,0.0,,,1.71360684,,0.0,6047.0,1.129,1.021,1034.59,,1.529106056,
Kepler-1819 b,Kepler-1819,1,1,Transit,2021.0,16.48690033,0.0,,,3.90351256,,0.0,6090.0,1.071,1.173,1363.19,,1.415591552,
Kepler-182 b,Kepler-182,1,2,Transit,2014.0,9.825792,0.026901552,0.096,,2.58,,0.0,6250.0,1.146,,1549.09,1041.233634,1.797956394,195.0907546
Kepler-182 c,Kepler-182,1,2,Transit,2014.0,20.684342,0.056630642,0.157,,3.43,,0.0,6250.0,1.146,,1549.09,814.2054003,1.797956394,72.9423666
Kepler-1820 b,Kepler-1820,1,1,Transit,2021.0,31.03249931,0.0,,,3.11883067,,0.0,5841.0,0.931,1.047,1425.39,,0.905186435,
Kepler-1821 b,Kepler-1821,1,1,Transit,2021.0,16.45809937,0.0,,,2.59248115,,0.0,5475.0,0.884,0.946,799.699,,0.629985965,
Kepler-1822 b,Kepler-1822,1,1,Transit,2021.0,22.13339996,0.0,,,2.64755943,,0.0,5165.0,0.702,0.782,897.597,,0.314662782,
Kepler-1823 b,Kepler-1823,1,1,Transit,2021.0,21.10339928,0.0,,,2.0861268,,0.0,6000.0,1.126,1.068,724.971,,1.474251684,
Kepler-1824 b,Kepler-1824,1,1,Transit,2021.0,95.61100006,0.0,,,2.38127597,,0.0,6002.0,1.081,1.135,1040.1,,1.360583507,
Kepler-1825 b,Kepler-1825,1,1,Transit,2021.0,1.025869966,0.0,,,1.42200732,,0.0,5123.0,0.847,0.828,430.254,,0.443357535,
Kepler-1826 b,Kepler-1826,1,1,Transit,2021.0,1.615360022,0.0,,,1.47519116,,0.0,3821.0,0.486,0.49,336.952,,0.045172127,
Kepler-1827 b,Kepler-1827,1,1,Transit,2021.0,3.700619936,0.0,,,1.85644292,,0.0,5423.0,1.404,0.915,686.461,,1.529616231,
Kepler-1828 b,Kepler-1828,1,1,Transit,2021.0,10.2737999,0.0,,,2.11598626,,0.0,5806.0,0.899,0.996,871.81,,0.823981307,
Kepler-1829 b,Kepler-1829,1,1,Transit,2021.0,5.186719894,0.0,,,2.47887001,,0.0,5230.0,0.777,0.873,679.921,,0.405264575,
Kepler-183 b,Kepler-183,1,2,Transit,2014.0,5.687945,0.015572745,0.064,,2.06,,0.0,5888.0,0.958,,1050.64,1098.429145,0.989673801,241.6195802
Kepler-183 c,Kepler-183,1,2,Transit,2014.0,11.637071,0.031860564,0.103,,2.27,,0.0,5888.0,0.958,,1050.64,865.8515169,0.989673801,93.28624758
Kepler-1830 b,Kepler-1830,1,1,Transit,2021.0,56.49330139,0.0,,,3.32992941,,0.0,6160.0,2.046,1.443,1056.88,,5.407841539,
Kepler-1831 b,Kepler-1831,1,1,Transit,2021.0,5.78387022,0.0,,,1.97019818,,0.0,6063.0,1.012,1.117,1053.49,,1.241655589,
Kepler-1832 b,Kepler-1832,1,1,Transit,2021.0,3.138789892,0.0,,,1.22719556,,0.0,5242.0,0.722,0.684,486.174,,0.35314439,
Kepler-1833 b,Kepler-1833,1,1,Transit,2021.0,6.892129898,0.0,,,1.30027362,,0.0,6164.0,1.446,1.286,591.602,,2.708176443,
Kepler-1834 b,Kepler-1834,1,2,Transit,2021.0,4.603010178,0.0,,,1.4593834,,0.0,4821.0,0.788,0.765,500.395,,0.300947549,
Kepler-1834 c,Kepler-1834,1,2,Transit,2023.0,0.766691517,0.00210042,0.015,0.0,1.22,,0.0,4821.0,0.788,0.765,500.395,1684.868804,0.300947549,1337.544663
Kepler-1835 b,Kepler-1835,1,1,Transit,2021.0,11.96409988,0.0,,,3.53387773,,0.0,5903.0,0.961,0.922,1404.38,,1.006068979,
Kepler-1836 b,Kepler-1836,1,1,Transit,2021.0,5.254169941,0.0,,,2.55303229,,0.0,6123.0,0.987,1.053,1472.62,,1.228517064,
Kepler-1837 b,Kepler-1837,1,1,Transit,2021.0,5.906089783,0.0,,,2.06673842,,0.0,5966.0,0.961,1.049,1229.18,,1.049710693,
Kepler-1838 b,Kepler-1838,1,1,Transit,2021.0,12.14680004,0.0,,,1.66049425,,0.0,5877.0,1.963,1.187,451.242,,4.124328146,
Kepler-1839 b,Kepler-1839,1,1,Transit,2021.0,5.056759834,0.0,,,1.9493759,,0.0,5926.0,0.939,1.03,1136.6,,0.975590636,
Kepler-184 b,Kepler-184,1,3,Transit,2014.0,10.687576,0.029260988,0.092,,2.36,,0.0,5788.0,0.873,,610.326,859.7124365,0.767418788,90.66857131
Kepler-184 c,Kepler-184,1,3,Transit,2014.0,20.303005,0.055586598,0.141,,1.97,,0.0,5788.0,0.873,,610.326,694.4445383,0.767418788,38.60061303
Kepler-184 d,Kepler-184,1,3,Transit,2014.0,29.022358,0.079458886,0.179,,2.49,,0.0,5788.0,0.873,,610.326,616.3403596,0.767418788,23.9511497
Kepler-1840 b,Kepler-1840,1,1,Transit,2021.0,131.1900024,0.0,,,2.77771129,,0.0,4898.0,0.803,0.774,513.107,,0.332963067,
Kepler-1841 b,Kepler-1841,1,1,Transit,2021.0,25.88599968,0.0,,,1.48912557,,0.0,5190.0,0.899,0.823,631.7,,0.526112554,
Kepler-1842 b,Kepler-1842,1,1,Transit,2021.0,14.02639961,0.0,,,2.35388681,,0.0,5970.0,1.131,1.057,923.551,,1.457848466,
Kepler-1843 b,Kepler-1843,1,1,Transit,2021.0,25.54339981,0.0,,,2.70909809,,0.0,5422.0,1.782,1.02,784.625,,2.462313251,
Kepler-1844 b,Kepler-1844,1,1,Transit,2021.0,3.924510002,0.0,,,3.03648191,,0.0,5776.0,0.849,0.939,1804.36,,0.719803524,
Kepler-1845 b,Kepler-1845,1,1,Transit,2021.0,11.60649967,0.0,,,2.43836702,,0.0,4703.0,0.701,0.686,710.724,,0.215687909,
Kepler-1846 b,Kepler-1846,1,1,Transit,2021.0,14.82009983,0.0,,,1.76378826,,0.0,4825.0,0.732,0.785,374.615,,0.260556123,
Kepler-1847 b,Kepler-1847,1,1,Transit,2021.0,11.12969971,0.0,,,2.74516914,,0.0,6122.0,0.964,1.041,1693.86,,1.171162664,
Kepler-1848 b,Kepler-1848,1,1,Transit,2021.0,5.604020119,0.0,,,1.4088539,,0.0,4847.0,0.737,0.756,309.696,,0.26897809,
Kepler-1849 b,Kepler-1849,1,1,Transit,2021.0,57.29290009,0.0,,,2.38685349,,0.0,4806.0,0.729,0.709,631.884,,0.254378248,
Kepler-185 b,Kepler-185,1,2,Transit,2014.0,1.6329,0.004470637,0.026,,1.17,,0.0,5208.0,0.806,,466.735,1398.180694,0.428789198,634.3035469
Kepler-185 c,Kepler-185,1,2,Transit,2014.0,20.729042,0.056753024,0.139,,2.02,,0.0,5208.0,0.806,,466.735,604.703629,0.428789198,22.19290915
Kepler-1850 b,Kepler-1850,1,1,Transit,2021.0,1.385800004,0.0,,,0.72909663,,0.0,4239.0,0.6,0.611,250.199,,0.104290804,
Kepler-1851 b,Kepler-1851,1,1,Transit,2021.0,12.02289963,0.0,,,3.90012032,,0.0,5982.0,0.879,0.967,1589.81,,0.887673459,
Kepler-1852 b,Kepler-1852,1,1,Transit,2021.0,7.970940113,0.0,,,1.88610592,,0.0,5237.0,0.826,0.927,772.481,,0.460447628,
Kepler-1853 b,Kepler-1853,1,1,Transit,2021.0,48.88819885,0.0,,,1.51862272,,0.0,4821.0,0.788,0.765,562.348,,0.300947549,
Kepler-1854 b,Kepler-1854,1,1,Transit,2021.0,39.83110046,0.0,,,2.58746104,,0.0,5026.0,0.759,0.8,423.348,,0.329809635,
Kepler-1855 b,Kepler-1855,1,1,Transit,2021.0,0.727330983,0.0,,,1.216205,,0.0,3460.0,0.356,0.385,,,0.016296496,
Kepler-1856 b,Kepler-1856,1,1,Transit,2021.0,1.302000046,0.0,,,1.73447868,,0.0,4948.0,0.816,0.782,848.76,,0.358087311,
Kepler-1857 b,Kepler-1857,1,1,Transit,2021.0,8.94340992,0.0,,,1.96065412,,0.0,6074.0,1.005,0.873,853.275,,1.233448792,
Kepler-1858 b,Kepler-1858,1,1,Transit,2021.0,88.07160187,0.0,,,2.42168247,,0.0,4939.0,0.819,0.785,833.055,,0.358107782,
Kepler-1859 b,Kepler-1859,1,2,Transit,2021.0,2.729599953,0.0,,,1.58313575,,0.0,5887.0,1.235,1.09,1331.25,,1.64361429,
Kepler-1859 c,Kepler-1859,1,2,Transit,2023.0,3.59645081,0.009853226,0.0473,0.0,1.66,,0.0,5887.0,1.235,1.09,1331.25,1450.468905,1.64361429,734.6451688
Kepler-186 b,Kepler-186,1,5,Transit,2014.0,3.8867907,0.009188132,0.0343,,1.07,,0.0,3788.0,0.472,0.478,177.594,677.5563008,0.041154159,34.98045776
Kepler-186 c,Kepler-186,1,5,Transit,2014.0,7.267302,0.013853224,0.0451,,1.25,,0.0,3788.0,0.472,0.478,177.594,590.8866491,0.041154159,20.23301692
Kepler-186 d,Kepler-186,1,5,Transit,2014.0,13.342996,0.031569129,0.0781,,1.4,,0.0,3788.0,0.472,0.478,177.594,449.021288,0.041154159,6.747014769
Kepler-186 e,Kepler-186,1,5,Transit,2014.0,22.407704,0.05276854,0.11,,1.27,,0.0,3788.0,0.472,0.478,177.594,378.3520624,0.041154159,3.401170145
